Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,RegCheck,RegDate,CleanedRegDate
REG100896,30-03-2020,2020,Delhi,Delhi South (DL-09),HCV,Trailer,Tata Motors,Diesel,BS6,4998,32,4,REG19,30/03/2020,3/30/2020
REG100897,14-05-2020,2020,Kerala,Kochi (KL-07),2W,Moped,Bajaj,Petrol,BS6,110,2,4,REG19,14/05/2020,5/14/2020
REG100898,9/7/2021,2021,Maharashtra,Pune (MH-12),2W,Motorcycle,Yamaha,Petrol,BS6,200,2,3,REG19,9/7/2021,9/7/2021
REG100899,8/4/2019,2019,Madhya Pradesh,Indore (MP-09),HCV,Tanker,MAN,Diesel,BS4,4998,52,5,REG19,8/4/2019,8/4/2019
REG100900,7/4/2023,2023,Uttar Pradesh,Agra (UP-80),2W,Scooter,Bajaj,Petrol,BS6,400,2,1,REG19,7/4/2023,7/4/2023
REG100901,7/9/2024,2024,Gujarat,Surat (GJ-05),2W,Motorcycle,Royal Enfield,Petrol,BS6,150,2,0,REG19,7/9/2024,7/9/2024
REG100902,18-09-2021,2021,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Tata Motors,Diesel,BS6,1598,8,3,REG19,18/09/2021,9/18/2021
REG100903,11/9/2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,Yamaha,EV,BS6,0,2,1,REG19,11/9/2023,11/9/2023
REG100904,19-08-2020,2020,Gujarat,Gandhinagar (GJ-18),2W,Moped,Hero,Petrol,BS6,150,2,4,REG19,19/08/2020,8/19/2020
REG100905,10/5/2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ola Electric,Petrol,BS6,400,2,0,REG19,10/5/2024,10/5/2024
REG100906,22-01-2021,2021,Karnataka,Mysore (KA-09),4W,SUV,MG,Diesel,BS6,2179,7,3,REG19,22/01/2021,1/22/2021
REG100907,13-01-2021,2021,Uttar Pradesh,Varanasi (UP-65),3W,E-Rickshaw,TVS,Diesel,BS6,225,6,3,REG19,13/01/2021,1/13/2021
REG100908,6/10/2024,2024,Delhi,Delhi West (DL-08),4W,SUV,Hyundai,Petrol,BS6,1000,7,0,REG19,6/10/2024,6/10/2024
REG100909,11/12/2020,2020,Delhi,Delhi Central (DL-01),2W,Scooter,Hero,EV,BS6,0,2,4,REG19,11/12/2020,11/12/2020
REG100910,6/10/2022,2022,Gujarat,Vadodara (GJ-06),4W,SUV,Mahindra,EV,BS6,0,5,2,REG19,6/10/2022,6/10/2022
REG100911,30-08-2023,2023,Gujarat,Vadodara (GJ-06),4W,MUV,Honda,CNG,BS6,0,6,1,REG19,30/08/2023,8/30/2023
REG100912,9/10/2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Bajaj,EV,BS6,0,2,4,REG19,9/10/2020,9/10/2020
REG100913,2/8/2022,2022,Kerala,Thrissur (KL-08),2W,Motorcycle,Yamaha,Petrol,BS6,150,2,2,REG19,2/8/2022,2/8/2022
REG100914,6/6/2022,2022,West Bengal,Siliguri (WB-73),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,2523,12,2,REG19,6/6/2022,6/6/2022
REG100915,20-12-2023,2023,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Suzuki,CNG,BS6,400,2,1,REG19,20/12/2023,12/20/2023
REG100916,17-10-2024,2024,Gujarat,Vadodara (GJ-06),4W,Hatchback,Tata Motors,Petrol,BS6,1968,8,0,REG19,17/10/2024,10/17/2024
REG100917,20-08-2019,2019,Delhi,Delhi North (DL-04),2W,Scooter,Bajaj,EV,BS4,0,2,5,REG19,20/08/2019,8/20/2019
REG100918,8/9/2023,2023,Karnataka,Mysore (KA-09),2W,Moped,TVS,Petrol,BS6,100,2,1,REG19,8/9/2023,8/9/2023
REG100919,25-09-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Royal Enfield,Petrol,BS6,110,2,4,REG19,25/09/2020,9/25/2020
REG100920,19-07-2024,2024,West Bengal,Kolkata (WB-01),2W,Motorcycle,TVS,Petrol,BS6,125,2,0,REG19,19/07/2024,7/19/2024
REG100921,7/3/2024,2024,Karnataka,Mysore (KA-09),4W,MUV,Hyundai,Diesel,BS6,1462,7,0,REG19,7/3/2024,7/3/2024
REG100922,16-12-2020,2020,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Royal Enfield,EV,BS4,0,2,4,REG19,16/12/2020,12/16/2020
REG100923,7/5/2023,2023,Gujarat,Surat (GJ-05),2W,Motorcycle,KTM,Petrol,BS6,400,2,1,REG19,7/5/2023,7/5/2023
REG100924,28-05-2018,2018,Rajasthan,Ajmer (RJ-01),LCV,Pickup Van,Force Motors,CNG,BS4,0,12,6,REG19,28/05/2018,5/28/2018
REG100925,9/8/2020,2020,Kerala,Kozhikode (KL-11),2W,Motorcycle,Suzuki,Petrol,BS6,350,2,4,REG19,9/8/2020,9/8/2020
REG100926,21-03-2024,2024,Uttar Pradesh,Kanpur (UP-78),4W,Hatchback,Honda,EV,BS6,0,7,0,REG19,21/03/2024,3/21/2024
REG100927,3/3/2024,2024,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,MG,Diesel,BS6,1598,5,0,REG19,3/3/2024,3/3/2024
REG100928,16-09-2020,2020,Karnataka,Belgaum (KA-22),4W,SUV,Honda,Diesel,BS6,800,8,4,REG19,16/09/2020,9/16/2020
REG100929,23-07-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Honda,Diesel,BS6,800,5,1,REG19,23/07/2023,7/23/2023
REG100930,25-08-2023,2023,Gujarat,Ahmedabad (GJ-01),4W,Sedan,Toyota,EV,BS6,0,5,1,REG19,25/08/2023,8/25/2023
REG100931,29-03-2023,2023,Telangana,Warangal (TS-03),4W,MUV,Tata Motors,Diesel,BS6,800,5,1,REG19,29/03/2023,3/29/2023
REG100932,6/1/2019,2019,Tamil Nadu,Madurai (TN-58),2W,Moped,Suzuki,Petrol,BS6,160,2,5,REG19,6/1/2019,6/1/2019
REG100933,23-12-2022,2022,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Hero,CNG,BS6,100,2,2,REG19,23/12/2022,12/23/2022
REG100934,3/11/2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,Hatchback,Honda,EV,BS6,0,5,3,REG19,3/11/2021,3/11/2021
REG100935,15-01-2019,2019,Uttar Pradesh,Kanpur (UP-78),HCV,Trailer,Ashok Leyland,Diesel,BS4,3760,32,5,REG19,15/01/2019,1/15/2019
REG100936,19-09-2020,2020,Delhi,Delhi Central (DL-01),2W,Motorcycle,TVS,CNG,BS6,110,2,4,REG19,19/09/2020,9/19/2020
REG100937,7/8/2024,2024,Rajasthan,Kota (RJ-20),4W,Sedan,Skoda,Petrol,BS6,1000,6,0,REG19,7/8/2024,7/8/2024
REG100938,19-07-2023,2023,Delhi,Delhi Central (DL-01),2W,Motorcycle,Hero,Petrol,BS6,150,2,1,REG19,19/07/2023,7/19/2023
REG100939,30-07-2018,2018,West Bengal,Howrah (WB-13),2W,Scooter,Ola Electric,Petrol,BS4,160,2,6,REG19,30/07/2018,7/30/2018
REG100940,3/11/2020,2020,Punjab,Jalandhar (PB-08),OTH,Tractor,Escorts,Diesel,BS6,5660,45,4,REG19,3/11/2020,3/11/2020
REG100941,10/1/2022,2022,Madhya Pradesh,Indore (MP-09),2W,Moped,Yamaha,CNG,BS6,0,2,2,REG19,10/1/2022,10/1/2022
REG100942,30-04-2022,2022,Punjab,Jalandhar (PB-08),2W,Moped,Bajaj,EV,BS6,0,2,2,REG19,30/04/2022,4/30/2022
REG100943,31-01-2020,2020,Punjab,Chandigarh (CH-01),2W,Moped,Suzuki,Hybrid,BS6,125,2,4,REG19,31/01/2020,1/31/2020
REG100944,3/11/2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Suzuki,Petrol,BS6,350,2,1,REG19,3/11/2023,3/11/2023
REG100945,28-11-2023,2023,Kerala,Kozhikode (KL-11),2W,Scooter,Hero,EV,BS6,0,2,1,REG19,28/11/2023,11/28/2023
REG100946,6/12/2020,2020,Maharashtra,Pune (MH-12),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2956,15,4,REG19,6/12/2020,6/12/2020
REG100947,4/1/2020,2020,Kerala,Kochi (KL-07),4W,MUV,Renault,Diesel,BS6,1000,8,4,REG19,4/1/2020,4/1/2020
REG100948,9/10/2019,2019,Karnataka,Mysore (KA-09),2W,Motorcycle,Bajaj,Petrol,BS4,150,2,5,REG19,9/10/2019,9/10/2019
REG100949,5/5/2020,2020,Delhi,Delhi South (DL-09),2W,Moped,KTM,Petrol,BS6,250,2,4,REG19,5/5/2020,5/5/2020
REG100950,19-05-2024,2024,Tamil Nadu,Trichy (TN-45),2W,Scooter,Ola Electric,EV,BS6,0,2,0,REG19,19/05/2024,5/19/2024
REG100951,10/8/2022,2022,Karnataka,Hubli (KA-25),2W,Motorcycle,KTM,EV,BS6,0,2,2,REG19,10/8/2022,10/8/2022
REG100952,31-10-2024,2024,West Bengal,Kolkata (WB-01),4W,MUV,Hyundai,Hybrid,BS6,0,6,0,REG19,31/10/2024,10/31/2024
REG100953,7/11/2021,2021,Telangana,Warangal (TS-03),2W,Scooter,Royal Enfield,EV,BS6,0,2,3,REG19,7/11/2021,7/11/2021
REG100954,7/1/2024,2024,Karnataka,Hubli (KA-25),2W,Scooter,Bajaj,Petrol,BS6,400,2,0,REG19,7/1/2024,7/1/2024
REG100955,7/6/2021,2021,Kerala,Kozhikode (KL-11),3W,E-Rickshaw,Mahindra,Petrol,BS6,200,6,3,REG19,7/6/2021,7/6/2021
REG100956,28-06-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Moped,TVS,Petrol,BS6,400,2,1,REG19,28/06/2023,6/28/2023
REG100957,7/5/2021,2021,Kerala,Thrissur (KL-08),4W,SUV,Maruti Suzuki,EV,BS6,0,8,3,REG19,7/5/2021,7/5/2021
REG100958,17-03-2022,2022,Maharashtra,Nagpur (MH-31),4W,Hatchback,Tata Motors,Petrol,BS6,1498,6,2,REG19,17/03/2022,3/17/2022
REG100959,31-12-2023,2023,Punjab,Patiala (PB-11),HCV,Bus,Tata Motors,Diesel,BS6,6700,45,1,REG19,31/12/2023,12/31/2023
REG100960,6/8/2024,2024,Kerala,Kollam (KL-02),OTH,Tractor,Escorts,Diesel,BS6,5660,32,0,REG19,6/8/2024,6/8/2024
REG100961,15-02-2023,2023,Telangana,Khammam (TS-07),4W,MUV,Skoda,Petrol,BS6,1000,7,1,REG19,15/02/2023,2/15/2023
REG100962,1/1/2024,2024,Tamil Nadu,Madurai (TN-58),4W,MUV,Kia,Petrol,BS6,1000,5,0,REG19,1/1/2024,1/1/2024
REG100963,11/7/2022,2022,Kerala,Thrissur (KL-08),3W,Tempo,TVS,Petrol,BS6,225,7,2,REG19,11/7/2022,11/7/2022
REG100964,6/4/2022,2022,Tamil Nadu,Coimbatore (TN-37),3W,Tempo,Bajaj,Diesel,BS6,225,3,2,REG19,6/4/2022,6/4/2022
REG100965,25-02-2022,2022,Kerala,Kochi (KL-07),4W,Sedan,Kia,Diesel,BS6,1197,5,2,REG19,25/02/2022,2/25/2022
REG100966,2/9/2018,2018,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Honda,Petrol,BS4,350,2,6,REG19,2/9/2018,2/9/2018
REG100967,19-02-2022,2022,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Hero,CNG,BS6,150,2,2,REG19,19/02/2022,2/19/2022
REG100968,6/11/2022,2022,Telangana,Hyderabad (TS-09),2W,Moped,Royal Enfield,EV,BS6,0,2,2,REG19,6/11/2022,6/11/2022
REG100969,23-07-2024,2024,Rajasthan,Kota (RJ-20),4W,SUV,Toyota,Petrol,BS6,1968,5,0,REG19,23/07/2024,7/23/2024
REG100970,14-01-2021,2021,Rajasthan,Kota (RJ-20),4W,Hatchback,MG,EV,BS6,0,7,3,REG19,14/01/2021,1/14/2021
REG100971,2/1/2021,2021,Kerala,Kochi (KL-07),2W,Moped,KTM,EV,BS6,0,2,3,REG19,2/1/2021,2/1/2021
REG100972,6/9/2022,2022,Maharashtra,Nagpur (MH-31),LCV,Light Bus,Ashok Leyland,CNG,BS6,0,15,2,REG19,6/9/2022,6/9/2022
REG100973,10/4/2021,2021,Punjab,Chandigarh (CH-01),2W,Scooter,Honda,CNG,BS6,125,2,3,REG19,10/4/2021,10/4/2021
REG100974,11/12/2023,2023,Telangana,Khammam (TS-07),4W,Hatchback,Tata Motors,Diesel,BS6,0,8,1,REG19,11/12/2023,11/12/2023
REG100975,28-03-2020,2020,Tamil Nadu,Salem (TN-30),HCV,Tanker,MAN,Diesel,BS6,3760,1,4,REG19,28/03/2020,3/28/2020
REG100976,12/5/2021,2021,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Suzuki,Hybrid,BS6,350,2,3,REG19,12/5/2021,12/5/2021
REG100977,22-10-2021,2021,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Hyundai,EV,BS6,0,7,3,REG19,22/10/2021,10/22/2021
REG100978,14-02-2020,2020,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Mahindra,Petrol,BS6,1000,5,4,REG19,14/02/2020,2/14/2020
REG100979,14-07-2019,2019,Rajasthan,Ajmer (RJ-01),HCV,Truck,Eicher,Diesel,BS4,0,1,5,REG19,14/07/2019,7/14/2019
REG100980,14-12-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Sedan,Honda,Diesel,BS6,1197,6,3,REG19,14/12/2021,12/14/2021
REG100981,23-04-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS6,350,2,1,REG19,23/04/2023,4/23/2023
REG100982,18-01-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,TVS,Hybrid,BS6,0,2,1,REG19,18/01/2023,1/18/2023
REG100983,20-10-2024,2024,Rajasthan,Kota (RJ-20),3W,Tempo,Bajaj,CNG,BS6,0,7,0,REG19,20/10/2024,10/20/2024
REG100984,17-04-2020,2020,Delhi,Delhi North (DL-04),2W,Scooter,Hero,Petrol,BS4,150,2,4,REG19,17/04/2020,4/17/2020
REG100985,23-03-2021,2021,Kerala,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,CNG,BS6,3760,52,3,REG19,23/03/2021,3/23/2021
REG100986,28-09-2021,2021,Uttar Pradesh,Agra (UP-80),2W,Scooter,Yamaha,Hybrid,BS6,160,2,3,REG19,28/09/2021,9/28/2021
REG100987,28-01-2021,2021,Gujarat,Surat (GJ-05),4W,MUV,Hyundai,Petrol,BS6,1498,8,3,REG19,28/01/2021,1/28/2021
REG100988,21-04-2024,2024,Madhya Pradesh,Indore (MP-09),4W,MUV,MG,Petrol,BS6,1462,5,0,REG19,21/04/2024,4/21/2024
REG100989,29-01-2023,2023,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Suzuki,Petrol,BS6,110,2,1,REG19,29/01/2023,1/29/2023
REG100990,11/8/2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Honda,EV,BS6,0,2,1,REG19,11/8/2023,11/8/2023
REG100991,2/11/2022,2022,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Bajaj,Petrol,BS6,125,2,2,REG19,2/11/2022,2/11/2022
REG100992,1/12/2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,MG,EV,BS6,0,7,3,REG19,1/12/2021,1/12/2021
REG100993,26-04-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,KTM,EV,BS6,0,2,1,REG19,26/04/2023,4/26/2023
REG100994,3/4/2023,2023,Punjab,Patiala (PB-11),OTH,Crane,John Deere,Diesel,BS6,6700,45,1,REG19,3/4/2023,3/4/2023
REG100995,5/4/2019,2019,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Honda,Petrol,BS4,250,2,5,REG19,5/4/2019,5/4/2019
REG100996,3/10/2019,2019,Kerala,Thiruvananthapuram (KL-01),2W,Moped,Ather,EV,BS4,0,2,5,REG19,3/10/2019,3/10/2019
REG100997,4/3/2022,2022,Delhi,Delhi Central (DL-01),2W,Moped,TVS,Petrol,BS6,100,2,2,REG19,4/3/2022,4/3/2022
REG100998,18-01-2020,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,EV,BS4,0,2,4,REG19,18/01/2020,1/18/2020
REG100999,1/1/2024,2024,Karnataka,Belgaum (KA-22),2W,Moped,TVS,Petrol,BS6,150,2,0,REG19,1/1/2024,1/1/2024
REG101000,9/9/2022,2022,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,MAN,Diesel,BS6,5660,52,2,REG19,9/9/2022,9/9/2022
REG101001,19-01-2023,2023,Rajasthan,Ajmer (RJ-01),4W,Sedan,Hyundai,EV,BS6,0,6,1,REG19,19/01/2023,1/19/2023
REG101002,15-11-2021,2021,Gujarat,Surat (GJ-05),HCV,Bus,Eicher,Diesel,BS6,6700,1,3,REG19,15/11/2021,11/15/2021
REG101003,13-12-2022,2022,Telangana,Nizamabad (TS-05),2W,Moped,TVS,Petrol,BS6,250,2,2,REG19,13/12/2022,12/13/2022
REG101004,10/7/2023,2023,Kerala,Kochi (KL-07),4W,Hatchback,Kia,EV,BS6,0,6,1,REG19,10/7/2023,10/7/2023
REG101005,9/2/2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Suzuki,Petrol,BS6,160,2,0,REG19,9/2/2024,9/2/2024
REG101006,5/7/2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,Petrol,BS6,200,2,3,REG19,5/7/2021,5/7/2021
REG101007,13-07-2019,2019,Gujarat,Surat (GJ-05),LCV,Mini Truck,Ashok Leyland,Diesel,BS4,2523,9,5,REG19,13/07/2019,7/13/2019
REG101008,25-12-2019,2019,Tamil Nadu,Trichy (TN-45),4W,SUV,Skoda,Diesel,BS4,1498,7,5,REG19,25/12/2019,12/25/2019
REG101009,14-12-2021,2021,Punjab,Chandigarh (CH-01),LCV,Mini Truck,Ashok Leyland,EV,BS6,0,12,3,REG19,14/12/2021,12/14/2021
REG101010,14-03-2020,2020,Punjab,Ludhiana (PB-10),2W,Moped,Ather,CNG,BS6,250,2,4,REG19,14/03/2020,3/14/2020
REG101011,8/11/2023,2023,Punjab,Amritsar (PB-02),2W,Moped,Yamaha,CNG,BS6,250,2,1,REG19,8/11/2023,8/11/2023
REG101012,24-09-2021,2021,Kerala,Thrissur (KL-08),2W,Scooter,KTM,EV,BS6,0,2,3,REG19,24/09/2021,9/24/2021
REG101013,3/5/2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Tanker,Volvo,Diesel,BS6,3760,2,1,REG19,3/5/2023,3/5/2023
REG101014,6/8/2023,2023,Punjab,Chandigarh (CH-01),2W,Scooter,Ather,EV,BS6,0,2,1,REG19,6/8/2023,6/8/2023
REG101015,4/3/2024,2024,Kerala,Kochi (KL-07),3W,Tempo,Kinetic Green,EV,BS6,0,3,0,REG19,4/3/2024,4/3/2024
REG101016,26-06-2023,2023,Punjab,Ludhiana (PB-10),HCV,Truck,MAN,Diesel,BS6,4998,52,1,REG19,26/06/2023,6/26/2023
REG101017,25-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,TVS,CNG,BS6,150,2,0,REG19,25/09/2024,9/25/2024
REG101018,10/9/2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Ather,Petrol,BS6,250,2,0,REG19,10/9/2024,10/9/2024
REG101019,2/3/2023,2023,Tamil Nadu,Madurai (TN-58),HCV,Trailer,MAN,Diesel,BS6,5660,32,1,REG19,2/3/2023,2/3/2023
REG101020,25-11-2020,2020,West Bengal,Durgapur (WB-40),2W,Motorcycle,Ola Electric,Petrol,BS6,400,2,4,REG19,25/11/2020,11/25/2020
REG101021,18-06-2018,2018,Maharashtra,Nashik (MH-15),LCV,Pickup Van,Tata Motors,Diesel,BS4,3298,12,6,REG19,18/06/2018,6/18/2018
REG101022,9/8/2021,2021,Karnataka,Bangalore Central (KA-01),2W,Moped,TVS,Petrol,BS6,350,2,3,REG19,9/8/2021,9/8/2021
REG101023,20-03-2024,2024,Delhi,Delhi Central (DL-01),3W,Auto Rickshaw,Mahindra,CNG,BS6,250,3,0,REG19,20/03/2024,3/20/2024
REG101024,25-02-2022,2022,West Bengal,Siliguri (WB-73),2W,Scooter,Suzuki,Petrol,BS6,350,2,2,REG19,25/02/2022,2/25/2022
REG101025,12/4/2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Suzuki,Petrol,BS6,110,2,3,REG19,12/4/2021,12/4/2021
REG101026,24-03-2021,2021,Delhi,Delhi West (DL-08),2W,Scooter,Suzuki,Hybrid,BS6,150,2,3,REG19,24/03/2021,3/24/2021
REG101027,7/3/2023,2023,West Bengal,Durgapur (WB-40),2W,Scooter,Ather,EV,BS6,0,2,1,REG19,7/3/2023,7/3/2023
REG101028,5/3/2024,2024,Uttar Pradesh,Allahabad (UP-70),4W,MUV,Tata Motors,Petrol,BS6,1197,7,0,REG19,5/3/2024,5/3/2024
REG101029,2/11/2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Maruti Suzuki,EV,BS6,0,8,1,REG19,2/11/2023,2/11/2023
REG101030,19-09-2022,2022,West Bengal,Durgapur (WB-40),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,2,REG19,19/09/2022,9/19/2022
REG101031,31-08-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Mahindra,EV,BS6,0,6,1,REG19,31/08/2023,8/31/2023
REG101032,21-05-2019,2019,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Petrol,BS4,1462,6,5,REG19,21/05/2019,5/21/2019
REG101033,25-12-2021,2021,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1462,6,3,REG19,25/12/2021,12/25/2021
REG101034,18-05-2018,2018,Rajasthan,Udaipur (RJ-27),3W,Tempo,Mahindra,EV,BS4,0,6,6,REG19,18/05/2018,5/18/2018
REG101035,14-06-2018,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,150,2,6,REG19,14/06/2018,6/14/2018
REG101036,5/7/2020,2020,Gujarat,Rajkot (GJ-03),2W,Moped,Honda,EV,BS6,0,2,4,REG19,5/7/2020,5/7/2020
REG101037,3/7/2024,2024,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Ather,Hybrid,BS6,200,2,0,REG19,3/7/2024,3/7/2024
REG101038,16-07-2021,2021,Kerala,Kollam (KL-02),3W,E-Rickshaw,Piaggio,EV,BS6,0,3,3,REG19,16/07/2021,7/16/2021
REG101039,8/2/2023,2023,Tamil Nadu,Trichy (TN-45),2W,Moped,Bajaj,Petrol,BS6,400,2,1,REG19,8/2/2023,8/2/2023
REG101040,7/3/2023,2023,Punjab,Amritsar (PB-02),2W,Scooter,Bajaj,EV,BS6,0,2,1,REG19,7/3/2023,7/3/2023
REG101041,12/8/2023,2023,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Toyota,Diesel,BS6,1000,8,1,REG19,12/8/2023,12/8/2023
REG101042,29-05-2021,2021,Uttar Pradesh,Allahabad (UP-70),HCV,Truck,Ashok Leyland,Diesel,BS6,3760,52,3,REG19,29/05/2021,5/29/2021
REG101043,8/2/2022,2022,Maharashtra,Pune (MH-12),4W,MUV,MG,EV,BS6,0,8,2,REG19,8/2/2022,8/2/2022
REG101044,2/1/2021,2021,Telangana,Karimnagar (TS-01),4W,MUV,Honda,CNG,BS6,1197,6,3,REG19,2/1/2021,2/1/2021
REG101045,13-05-2023,2023,Punjab,Chandigarh (CH-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298,9,1,REG19,13/05/2023,5/13/2023
REG101046,21-01-2022,2022,Gujarat,Vadodara (GJ-06),4W,Sedan,Mahindra,Petrol,BS6,1197,7,2,REG19,21/01/2022,1/21/2022
REG101047,29-11-2022,2022,Tamil Nadu,Madurai (TN-58),LCV,Mini Truck,Mahindra,Diesel,BS6,3298,15,2,REG19,29/11/2022,11/29/2022
REG101048,10/11/2023,2023,Punjab,Amritsar (PB-02),2W,Moped,Ather,Petrol,BS6,160,2,1,REG19,10/11/2023,10/11/2023
REG101049,1/4/2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1498,5,1,REG19,1/4/2023,1/4/2023
REG101050,20-11-2020,2020,Telangana,Khammam (TS-07),2W,Moped,Suzuki,EV,BS6,0,2,4,REG19,20/11/2020,11/20/2020
REG101051,21-07-2020,2020,Telangana,Warangal (TS-03),4W,Sedan,Toyota,Petrol,BS6,1197,8,4,REG19,21/07/2020,7/21/2020
REG101052,31-03-2020,2020,Delhi,Delhi North (DL-04),2W,Scooter,Honda,EV,BS6,0,2,4,REG19,31/03/2020,3/31/2020
REG101053,1/4/2018,2018,Punjab,Jalandhar (PB-08),HCV,Bus,MAN,Diesel,BS4,6700,52,6,REG19,1/4/2018,1/4/2018
REG101054,21-02-2024,2024,Delhi,Delhi Central (DL-01),2W,Scooter,Bajaj,EV,BS6,0,2,0,REG19,21/02/2024,2/21/2024
REG101055,26-11-2019,2019,Tamil Nadu,Chennai Central (TN-01),4W,MUV,Honda,Petrol,BS4,800,6,5,REG19,26/11/2019,11/26/2019
REG101056,24-02-2023,2023,Delhi,Delhi Central (DL-01),2W,Moped,Ola Electric,Petrol,BS6,400,2,1,REG19,24/02/2023,2/24/2023
REG101057,16-08-2022,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Mahindra,Diesel,BS6,2956,12,2,REG19,16/08/2022,8/16/2022
REG101058,5/3/2021,2021,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Ather,CNG,BS6,100,2,3,REG19,5/3/2021,5/3/2021
REG101059,13-01-2020,2020,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Renault,Diesel,BS6,1462,8,4,REG19,13/01/2020,1/13/2020
REG101060,27-02-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Bajaj,CNG,BS6,350,2,3,REG19,27/02/2021,2/27/2021
REG101061,4/7/2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,Petrol,BS6,110,2,2,REG19,4/7/2022,4/7/2022
REG101062,6/8/2022,2022,Maharashtra,Aurangabad (MH-20),2W,Scooter,Ather,Petrol,BS6,125,2,2,REG19,6/8/2022,6/8/2022
REG101063,5/12/2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Toyota,Petrol,BS6,1598,7,3,REG19,5/12/2021,5/12/2021
REG101064,1/9/2020,2020,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Tata Motors,Diesel,BS6,1000,5,4,REG19,1/9/2020,1/9/2020
REG101065,4/4/2021,2021,Punjab,Jalandhar (PB-08),HCV,Trailer,Ashok Leyland,Diesel,BS6,6700,32,3,REG19,4/4/2021,4/4/2021
REG101066,12/3/2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,Suzuki,EV,BS6,0,2,1,REG19,12/3/2023,12/3/2023
REG101067,12/2/2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Renault,Diesel,BS6,1968,6,1,REG19,12/2/2023,12/2/2023
REG101068,10/3/2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Bajaj,Petrol,BS6,110,2,3,REG19,10/3/2021,10/3/2021
REG101069,3/8/2020,2020,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,4,REG19,3/8/2020,3/8/2020
